EVENT_ID,CZ_NAME_STR,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,State,CZ_TIMEZONE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,END_DATE,END_TIME,EPISODE_NARRATIVE
5156110,NORTH CENTRAL (ZONE),8/22/2000,1500,Hurricane (Typhoon),0,0,41000,0,XX,AST,1102750,Z,5,SJU,0,0,EMERGENCY MANAGER,8/23/2000,200,"Debby formed on the 18th of  August as a tropical depression about 1100 miles east of the Windward Islands.  The storm moved west  northwest and strengthened to a hurricane on the morning of August 22 just northeast of the Leeward Islands. Debby passed about  30 miles north of St.Thomas late that morning and about  30 to 40 miles off the northeast coast of Puerto Rico during the afternoon.  The storm continued to move west northwest  and weakened during most of the day and night and by the 23rd it was located about 100 miles northwest of Puerto Rico as a tropical storm.   

Its major impact over Puerto Rico was flooding. Some sectors in the interior received more than 12 inches of rain in a 48-hour period.  This caused widespread flooding and many rivers to overflow  their banks forcing communities to be evacuated.  Also this rainfall caused landslides and mudslides and induced various bridges to collapse. Many homes were affected by flood waters island wide.   Maximum sustained wind speed at the San Juan Airport was 24 mph with gusts to 35 mph. In Ceiba, maximum sustained winds were 28 mph with gust to 35 mph.  Damages were estimated around .5 M due to flooding affecting about 406 homes.  Caguas municipality was the most affected with 237 families reporting some degree of  flood damage."
5156109,MAYAGUEZ AND VICINITY (ZONE),8/22/2000,1500,Hurricane (Typhoon),0,0,41000,0,XX,AST,1102750,Z,10,SJU,0,0,EMERGENCY MANAGER,8/23/2000,200,"Debby formed on the 18th of  August as a tropical depression about 1100 miles east of the Windward Islands.  The storm moved west  northwest and strengthened to a hurricane on the morning of August 22 just northeast of the Leeward Islands. Debby passed about  30 miles north of St.Thomas late that morning and about  30 to 40 miles off the northeast coast of Puerto Rico during the afternoon.  The storm continued to move west northwest  and weakened during most of the day and night and by the 23rd it was located about 100 miles northwest of Puerto Rico as a tropical storm.   

Its major impact over Puerto Rico was flooding. Some sectors in the interior received more than 12 inches of rain in a 48-hour period.  This caused widespread flooding and many rivers to overflow  their banks forcing communities to be evacuated.  Also this rainfall caused landslides and mudslides and induced various bridges to collapse. Many homes were affected by flood waters island wide.   Maximum sustained wind speed at the San Juan Airport was 24 mph with gusts to 35 mph. In Ceiba, maximum sustained winds were 28 mph with gust to 35 mph.  Damages were estimated around .5 M due to flooding affecting about 406 homes.  Caguas municipality was the most affected with 237 families reporting some degree of  flood damage."
5157374,EASTERN INTERIOR (ZONE),8/22/2000,1500,Hurricane (Typhoon),0,0,41000,0,XX,AST,1102750,Z,4,SJU,0,0,EMERGENCY MANAGER,8/23/2000,200,"Debby formed on the 18th of  August as a tropical depression about 1100 miles east of the Windward Islands.  The storm moved west  northwest and strengthened to a hurricane on the morning of August 22 just northeast of the Leeward Islands. Debby passed about  30 miles north of St.Thomas late that morning and about  30 to 40 miles off the northeast coast of Puerto Rico during the afternoon.  The storm continued to move west northwest  and weakened during most of the day and night and by the 23rd it was located about 100 miles northwest of Puerto Rico as a tropical storm.   

Its major impact over Puerto Rico was flooding. Some sectors in the interior received more than 12 inches of rain in a 48-hour period.  This caused widespread flooding and many rivers to overflow  their banks forcing communities to be evacuated.  Also this rainfall caused landslides and mudslides and induced various bridges to collapse. Many homes were affected by flood waters island wide.   Maximum sustained wind speed at the San Juan Airport was 24 mph with gusts to 35 mph. In Ceiba, maximum sustained winds were 28 mph with gust to 35 mph.  Damages were estimated around .5 M due to flooding affecting about 406 homes.  Caguas municipality was the most affected with 237 families reporting some degree of  flood damage."
5156111,NORTHEAST (ZONE),8/22/2000,1500,Hurricane (Typhoon),0,0,41000,0,XX,AST,1102750,Z,2,SJU,0,0,EMERGENCY MANAGER,8/23/2000,200,"Debby formed on the 18th of  August as a tropical depression about 1100 miles east of the Windward Islands.  The storm moved west  northwest and strengthened to a hurricane on the morning of August 22 just northeast of the Leeward Islands. Debby passed about  30 miles north of St.Thomas late that morning and about  30 to 40 miles off the northeast coast of Puerto Rico during the afternoon.  The storm continued to move west northwest  and weakened during most of the day and night and by the 23rd it was located about 100 miles northwest of Puerto Rico as a tropical storm.   

Its major impact over Puerto Rico was flooding. Some sectors in the interior received more than 12 inches of rain in a 48-hour period.  This caused widespread flooding and many rivers to overflow  their banks forcing communities to be evacuated.  Also this rainfall caused landslides and mudslides and induced various bridges to collapse. Many homes were affected by flood waters island wide.   Maximum sustained wind speed at the San Juan Airport was 24 mph with gusts to 35 mph. In Ceiba, maximum sustained winds were 28 mph with gust to 35 mph.  Damages were estimated around .5 M due to flooding affecting about 406 homes.  Caguas municipality was the most affected with 237 families reporting some degree of  flood damage."
5156117,WESTERN INTERIOR (ZONE),8/22/2000,1500,Hurricane (Typhoon),0,0,41000,0,XX,AST,1102750,Z,9,SJU,0,0,EMERGENCY MANAGER,8/23/2000,200,"Debby formed on the 18th of  August as a tropical depression about 1100 miles east of the Windward Islands.  The storm moved west  northwest and strengthened to a hurricane on the morning of August 22 just northeast of the Leeward Islands. Debby passed about  30 miles north of St.Thomas late that morning and about  30 to 40 miles off the northeast coast of Puerto Rico during the afternoon.  The storm continued to move west northwest  and weakened during most of the day and night and by the 23rd it was located about 100 miles northwest of Puerto Rico as a tropical storm.   

Its major impact over Puerto Rico was flooding. Some sectors in the interior received more than 12 inches of rain in a 48-hour period.  This caused widespread flooding and many rivers to overflow  their banks forcing communities to be evacuated.  Also this rainfall caused landslides and mudslides and induced various bridges to collapse. Many homes were affected by flood waters island wide.   Maximum sustained wind speed at the San Juan Airport was 24 mph with gusts to 35 mph. In Ceiba, maximum sustained winds were 28 mph with gust to 35 mph.  Damages were estimated around .5 M due to flooding affecting about 406 homes.  Caguas municipality was the most affected with 237 families reporting some degree of  flood damage."
5157574,LEE (ZONE),9/17/2000,330,Hurricane (Typhoon),0,0,500000,0,FL,EST,1104015,Z,65,TBW,0,0,AWOS, , , 
5157575,CHARLOTTE (ZONE),9/17/2000,400,Hurricane (Typhoon),0,0,150000,0,FL,EST,1104015,Z,62,TBW,0,0,AWOS, , , 
5157588,PINELLAS (ZONE),9/17/2000,500,Hurricane (Typhoon),0,0,10000,0,FL,EST,1104015,Z,50,TBW,0,0,AWOS, , , 
5157580,HIGHLANDS (ZONE),9/17/2000,500,Hurricane (Typhoon),0,0,50000,0,FL,EST,1104015,Z,57,TBW,0,0,AWOS, , , 
5157584,PASCO (ZONE),9/17/2000,500,Hurricane (Typhoon),0,0,250000,0,FL,EST,1104015,Z,49,TBW,0,0,AWOS, , , 
5157583,MANATEE (ZONE),9/17/2000,500,Hurricane (Typhoon),0,0,1000000,0,FL,EST,1104015,Z,55,TBW,0,0,AWOS, , , 
5157582,LEVY (ZONE),9/17/2000,500,Hurricane (Typhoon),0,0,100000,0,FL,EST,1104015,Z,39,TBW,0,0,AWOS, , , 
5157581,HILLSBOROUGH (ZONE),9/17/2000,500,Hurricane (Typhoon),0,0,500000,0,FL,EST,1104015,Z,51,TBW,0,0,AWOS, , , 
5157579,HERNANDO (ZONE),9/17/2000,500,Hurricane (Typhoon),0,0,100000,0,FL,EST,1104015,Z,48,TBW,0,0,AWOS, , , 
5157578,HARDEE (ZONE),9/17/2000,500,Hurricane (Typhoon),0,0,20000,0,FL,EST,1104015,Z,56,TBW,0,0,AWOS, , , 
5157577,DE SOTO (ZONE),9/17/2000,500,Hurricane (Typhoon),0,0,20000,0,FL,EST,1104015,Z,61,TBW,0,0,AWOS, , , 
5157576,CITRUS (ZONE),9/17/2000,500,Hurricane (Typhoon),0,0,25000,0,FL,EST,1104015,Z,42,TBW,0,0,AWOS, , , 
5157586,POLK (ZONE),9/17/2000,500,Hurricane (Typhoon),0,0,25000,0,FL,EST,1104015,Z,52,TBW,0,0,AWOS, , , 
5157585,PINELLAS (ZONE),9/17/2000,500,Hurricane (Typhoon),0,0,500000,0,FL,EST,1104015,Z,50,TBW,0,0,AWOS, , , 
5157587,SARASOTA (ZONE),9/17/2000,500,Hurricane (Typhoon),0,0,1800000,0,FL,EST,1104015,Z,60,TBW,0,0,AWOS, , , 
5158515,DIXIE (ZONE),9/17/2000,800,Hurricane (Typhoon),0,0,0,0,FL,EST,1103646,Z,34,TAE,0,0,EMERGENCY MANAGER,9/18/2000,800,
5158870,WAKULLA (ZONE),9/17/2000,800,Hurricane (Typhoon),0,0,0,0,FL,EST,1103646,Z,27,TAE,0,0,EMERGENCY MANAGER,9/18/2000,800,
5158869,TAYLOR (ZONE),9/17/2000,800,Hurricane (Typhoon),0,0,0,0,FL,EST,1103646,Z,28,TAE,0,0,EMERGENCY MANAGER,9/18/2000,800,
5158868,MADISON (ZONE),9/17/2000,800,Hurricane (Typhoon),0,0,0,0,FL,EST,1103646,Z,19,TAE,0,0,EMERGENCY MANAGER,9/18/2000,800,
5158521,LIBERTY (ZONE),9/17/2000,800,Hurricane (Typhoon),0,0,0,0,FL,EST,1103646,Z,26,TAE,0,0,EMERGENCY MANAGER,9/18/2000,800,
5158520,LEON (ZONE),9/17/2000,800,Hurricane (Typhoon),0,0,0,0,FL,EST,1103646,Z,17,TAE,0,0,EMERGENCY MANAGER,9/18/2000,800,
5158519,LAFAYETTE (ZONE),9/17/2000,800,Hurricane (Typhoon),0,0,0,0,FL,EST,1103646,Z,29,TAE,0,0,EMERGENCY MANAGER,9/18/2000,800,
5158518,JEFFERSON (ZONE),9/17/2000,800,Hurricane (Typhoon),0,0,0,0,FL,EST,1103646,Z,18,TAE,0,0,EMERGENCY MANAGER,9/18/2000,800,
5158517,GADSDEN (ZONE),9/17/2000,800,Hurricane (Typhoon),0,0,0,0,FL,EST,1103646,Z,16,TAE,0,0,EMERGENCY MANAGER,9/18/2000,800,
5158516,FRANKLIN (ZONE),9/17/2000,800,Hurricane (Typhoon),0,0,0,0,FL,EST,1103646,Z,15,TAE,0,0,EMERGENCY MANAGER,9/18/2000,800,
5174291,WAKE ISLAND (ZONE),9/19/2000,0,Hurricane (Typhoon),0,0,50000,20000,XX,SST,1103431,Z,4,GUA,0,0,TRAINED SPOTTER,9/21/2000,0,A circulation developed on the monsoon trough just east of the dateline.  This system persisted and it crossed the dateline on the 15th. On the 17th the system gained strength to become a tropical depression and then  further intensified to Tropical Storm Shanshan later in the day. Shanshan became a typhoon on the 19th   as it passed to the east of Wake Island. Maximum sustained winds observed on Wake Island was 45 mph with a maximum gust of 56 mph.  Minor damage to street lights and vegetation was reported.
5265902,NORTHERN MARIANAS (ZONE),8/3/2001,2000,Hurricane (Typhoon),0,0,50000,0,XX,SST,1122622,Z,5,GUA,0,0,EMERGENCY MANAGER,8/4/2001,2000,"The circulation that would become Typhoon Man-Yi (12W) was fist seen on the 1st of the month 270 mile northwest of Pohnpei  near 9.5N 155.5E. The circulation had formed on the monsoon trough. The system moved slowly northwest and gained strength.  It became Tropical Depression 12W on the morning of the 2nd. The tropical cyclone continued to strengthen during the day and reached tropical storm intensity by evening of the 2nd. The storm passed 280 miles to the east of Guam on the morning of the third. Man-Yi became a typhoon on the evening of the 3rd when it was 140 mile northeast of Saipan. The typhoon continued to track northwest and eventually passed over the small northern Mariana island of Agrihan on the morning of the 4th. The island of Agrihan has a population of 25 (21 adults and 4 children).

Damage on Agrihan from Man-Yi:

Dispensary kitchen roof was blown off. Mr. Tobias Aldans' house was totally destroyed

Many banana, tangerine and mango trees were damaged. String and buffalo beans and tapioca
sprouts were destroyed."
5272138,MONROE/UPPER KEYS (ZONE),11/4/2001,1900,Hurricane (Typhoon),0,0,0,0,FL,EST,1124515,Z,76,EYW,0,0,COASTAL OBSERVING STATION,11/4/2001,1901,"Hurricane Michelle passed about 60 miles south of the Florida Keys on the 4th and 5th.  Only minimal damage occurred in the Keys.  The listings are for sustained and maximum wind gusts observed over coastal observing stations.  The 3 events listed are the only observations of sustained winds greater than 33 knots.

Location			maximum sustained (direction)	maximum gust (direction)	time
Sombrero Key C-MAN station:       43 knots (060)                                 50 knots (060)                  0300 EST (5th)
(Middle Keys)
Sand Key C-MAN station	42 knots (050)                                    47 knots (050)                   0000 EST (5th)
(Lower Keys)
Molasses Reef C-MAN station:	39 knots (060)			 49 knots (060)		         1900 EST (4th)           
(Upper Keys)"
5272137,MONROE/LOWER KEYS (ZONE),11/5/2001,0,Hurricane (Typhoon),0,0,0,0,FL,EST,1124515,Z,78,EYW,0,0,COASTAL OBSERVING STATION,11/5/2001,1,"Hurricane Michelle passed about 60 miles south of the Florida Keys on the 4th and 5th.  Only minimal damage occurred in the Keys.  The listings are for sustained and maximum wind gusts observed over coastal observing stations.  The 3 events listed are the only observations of sustained winds greater than 33 knots.

Location			maximum sustained (direction)	maximum gust (direction)	time
Sombrero Key C-MAN station:       43 knots (060)                                 50 knots (060)                  0300 EST (5th)
(Middle Keys)
Sand Key C-MAN station	42 knots (050)                                    47 knots (050)                   0000 EST (5th)
(Lower Keys)
Molasses Reef C-MAN station:	39 knots (060)			 49 knots (060)		         1900 EST (4th)           
(Upper Keys)"
5272141,COASTAL DADE (ZONE),11/5/2001,200,Hurricane (Typhoon),0,0,10000,0,FL,EST,1124518,Z,74,MFL,0,0,NEWSPAPER,11/5/2001,1200,"Hurricane Michelle after forming into a depression in the southwest Caribbean Sea on October 29 drifted north and became a tropical storm on October 31 and a hurricane on November 2.    It turned northeast and made landfall along the south shore of Cuba as a category 4 hurricane on the Saffir-Simpson Hurricane Scale.  Michelle weakened as it moved across Cuba and into the central Bahamas.  The center reached its closest approach to southeast Florida, about 170 miles southeast of Miami, around 4 am November 5.  Tropical storm warnings were issued for southeast Florida at 10 pm, November 3.  The minimum pressure and maximum winds along the southeast Florida coast occurred at Miami Beach with a barometer reading of 1001.2 mb and sustained winds of 37 knots with gusts of 44 knots.  Fowey Rocks Light, just south of Key Biscayne, reported a peak gust of 53 knots.  Storm surge was estimated to be 1-2 feet while rainfall amounts of 1 to 2 inches were widespread across the southeast Florida  mainland.  Two brief tornadoes were spawned by Michelle causing minor damage."
5272136,MONROE/MIDDLE KEYS (ZONE),11/5/2001,300,Hurricane (Typhoon),0,0,0,0,FL,EST,1124515,Z,77,EYW,0,0,COASTAL OBSERVING STATION,11/5/2001,301,"Hurricane Michelle passed about 60 miles south of the Florida Keys on the 4th and 5th.  Only minimal damage occurred in the Keys.  The listings are for sustained and maximum wind gusts observed over coastal observing stations.  The 3 events listed are the only observations of sustained winds greater than 33 knots.

Location			maximum sustained (direction)	maximum gust (direction)	time
Sombrero Key C-MAN station:       43 knots (060)                                 50 knots (060)                  0300 EST (5th)
(Middle Keys)
Sand Key C-MAN station	42 knots (050)                                    47 knots (050)                   0000 EST (5th)
(Lower Keys)
Molasses Reef C-MAN station:	39 knots (060)			 49 knots (060)		         1900 EST (4th)           
(Upper Keys)"
5272142,COASTAL BROWARD (ZONE),11/5/2001,300,Hurricane (Typhoon),0,0,30000,0,FL,EST,1124518,Z,72,MFL,0,0,NEWSPAPER,11/5/2001,1200,"Hurricane Michelle after forming into a depression in the southwest Caribbean Sea on October 29 drifted north and became a tropical storm on October 31 and a hurricane on November 2.    It turned northeast and made landfall along the south shore of Cuba as a category 4 hurricane on the Saffir-Simpson Hurricane Scale.  Michelle weakened as it moved across Cuba and into the central Bahamas.  The center reached its closest approach to southeast Florida, about 170 miles southeast of Miami, around 4 am November 5.  Tropical storm warnings were issued for southeast Florida at 10 pm, November 3.  The minimum pressure and maximum winds along the southeast Florida coast occurred at Miami Beach with a barometer reading of 1001.2 mb and sustained winds of 37 knots with gusts of 44 knots.  Fowey Rocks Light, just south of Key Biscayne, reported a peak gust of 53 knots.  Storm surge was estimated to be 1-2 feet while rainfall amounts of 1 to 2 inches were widespread across the southeast Florida  mainland.  Two brief tornadoes were spawned by Michelle causing minor damage."
